37.5351891,127.0061
37.535083,127.0061754
37.5349765,127.0062596
37.5348676,127.0063478
37.5347565,127.0064356
37.5346421,127.0065208
37.5345384,127.0065979
37.5344368,127.006678
37.5343429,127.0067498
37.5342616,127.0068081
37.5341957,127.0068618
37.5341417,127.0069007
37.5341045,127.0069288
37.5340806,127.0069472
37.5340728,127.0069521
37.5340728,127.0069521
37.5340728,127.0069521
37.5340728,127.0069521
37.5340728,127.0069521
37.5340508,127.0069401
37.5340338,127.0069519
37.5340046,127.0069711
37.5339698,127.0069965
37.5339365,127.0070211
37.5339025,127.0070457
37.5338583,127.0070793
37.5338121,127.0071133
37.5337603,127.0071511
37.5337063,127.0071923
37.5336474,127.0072362
37.5335849,127.0072852
37.5335172,127.0073398
37.5334431,127.0073992
37.5333679,127.0074594
37.5332942,127.0075183
37.5332199,127.0075791
37.5331417,127.0076408
37.5330595,127.0077054
37.5329739,127.0077723
37.5328884,127.0078401
37.5328031,127.0079078
37.53272,127.007976
37.5326322,127.0080457
37.5325454,127.0081155
37.532458,127.0081856
37.5323681,127.0082574
37.5322782,127.0083323
37.5321856,127.0084067
37.5320929,127.0084851
37.5319998,127.0085644
37.5319049,127.0086433
37.5318085,127.0087258
37.5317099,127.0088058
37.5316128,127.0088858
37.5315187,127.0089562
37.5314275,127.0090235
37.5313357,127.0090934
37.5312428,127.0091615
37.5311494,127.0092285
37.5310561,127.0092971
37.5309619,127.0093646
37.5308652,127.0094326
37.5307665,127.0095021
37.5306663,127.0095732
37.5305655,127.0096472
37.530463,127.0097255
37.5303561,127.009805
37.5302455,127.0098853
37.5301331,127.0099713
37.5300204,127.010065
37.5299066,127.0101627
37.52979,127.0102659
37.5296698,127.0103746
37.529546,127.0104889
37.529419,127.0106083
37.5292877,127.0107314
37.5291568,127.0108571
37.5290255,127.0109788
37.528896,127.0110996
37.5287677,127.0112194
37.5286403,127.0113394
37.5285125,127.0114615
37.528383,127.0115849
37.5282518,127.0117093
37.5281238,127.0118423
37.528002,127.0119612
37.5278743,127.0120789
37.527746,127.0122034
37.5276142,127.0123315
37.527479,127.0124515
37.5273462,127.0125698
37.5272131,127.0126958
37.5270784,127.0128236
37.5269442,127.0129472
37.5268135,127.013073
